subject,Trial,Degree,Picturetype,numfix,headfix,bodyfix,accuracy
601,5,225,1,0,0,3,0
601,6,0,2,0,0,0,0
601,7,0,1,0,0,0,0
601,8,225,2,0,0,0,1
601,9,0,2,0,5,0,0
601,10,225,2,0,0,0,0
601,11,315,3,0,0,0,0
601,12,135,1,0,0,0,0
601,13,0,1,0,6,0,0
601,14,315,1,0,0,0,0
601,15,270,1,0,0,0,1
601,16,135,2,0,0,1,0
601,17,315,3,0,0,0,0
601,18,135,2,0,0,0,1
601,19,90,1,0,0,0,0
601,20,315,2,0,0,0,0
601,21,225,3,0,0,6,0
601,22,45,2,0,0,0,0
601,23,180,1,0,0,0,0
601,24,315,1,0,0,0,0
601,25,270,2,0,0,0,0
601,26,45,3,0,0,0,0
601,27,315,1,0,0,0,0
601,28,90,3,0,0,0,0
601,29,225,3,0,0,0,0
601,30,180,2,0,0,0,0
601,31,135,2,0,0,8,0
601,32,315,2,0,0,0,0
601,33,90,2,0,0,0,0
601,34,45,1,0,0,0,0
601,35,315,2,0,0,0,0
601,36,0,2,3,0,0,0
601,37,135,3,0,0,0,0
601,38,270,1,0,0,0,0
601,39,90,3,0,0,0,0
601,40,225,3,0,0,0,0
601,41,180,3,0,0,0,0
601,42,45,3,0,0,0,0
601,43,180,1,0,0,0,0
601,44,90,2,0,0,0,0
601,45,180,3,0,0,0,0
601,46,225,1,0,0,6,0
601,47,180,2,0,0,0,0
601,48,90,3,0,0,0,0
601,49,180,2,0,0,0,1
601,50,225,1,0,0,4,1
601,51,90,3,0,0,0,0
601,52,180,1,0,0,0,0
601,53,90,1,0,0,0,0
601,54,270,2,0,0,0,0
601,55,0,3,0,0,0,0
601,56,225,2,3,0,0,0
601,57,45,1,0,0,0,1
601,58,0,3,0,0,0,1
601,59,45,2,0,0,0,1
601,60,315,3,0,0,0,0
601,61,225,3,0,0,0,0
601,62,135,3,0,0,0,0
601,63,0,1,0,3,0,0
601,64,135,3,0,0,0,0
601,65,90,1,0,0,0,0
601,66,0,3,0,0,0,0
601,67,135,1,0,0,0,0
601,68,90,1,0,0,0,0
601,69,0,2,0,2,0,0
601,70,270,3,0,0,0,0
601,71,225,2,0,0,0,0
601,72,180,3,0,0,0,0
601,73,315,1,0,0,0,0
601,74,270,2,0,0,0,0
601,75,270,3,0,0,0,0
601,76,270,1,0,0,0,0
601,77,135,1,0,0,0,0
601,78,45,1,0,0,0,0
601,79,135,2,0,0,0,0
601,80,180,3,0,0,0,0
601,81,45,2,0,0,0,1
601,82,135,3,0,0,0,0
601,83,0,1,0,0,0,0
601,84,180,1,0,0,0,0
601,85,270,2,0,0,0,0
601,86,90,2,0,0,0,0
601,87,45,3,0,0,0,0
601,88,270,1,0,0,0,0
601,89,315,2,0,0,0,0
601,90,180,2,0,0,0,0
601,91,90,2,0,0,0,0
601,92,45,2,0,0,0,0
601,93,315,3,0,0,0,0
601,94,45,1,0,0,0,0
601,95,225,1,0,0,0,0
601,96,0,3,0,4,0,0
602,1,135,1,4,0,1,1
602,2,315,3,0,0,0,1
602,3,45,3,0,0,0,1
602,4,135,2,0,0,8,1
602,5,0,2,0,0,0,1
602,6,270,3,0,0,0,1
602,7,135,1,0,0,3,1
602,8,45,2,0,0,0,1
602,9,180,1,0,0,0,1
602,10,225,2,0,0,0,1
602,11,45,3,0,0,0,1
602,12,135,2,0,0,5,1
602,13,315,2,0,0,0,1
602,14,315,1,0,0,0,1
602,15,225,3,0,0,0,1
602,16,270,2,4,0,0,1
602,17,315,2,0,0,0,1
602,18,90,3,2,0,0,1
602,19,180,2,0,0,0,1
602,20,270,3,0,0,0,1
602,21,0,1,0,0,0,1
602,22,0,2,0,3,0,1
602,23,315,3,0,0,0,1
602,24,0,1,0,0,0,1
602,25,225,1,0,0,0,1
602,26,90,1,0,0,0,1
602,27,270,1,0,0,0,1
602,28,315,1,0,0,0,1
602,29,225,2,0,0,0,1
602,30,315,1,0,0,0,1
602,31,225,3,0,0,0,1
602,32,135,2,0,0,4,1
602,33,45,1,0,0,0,1
602,34,135,3,0,0,0,0
602,35,0,3,16,0,0,1
602,36,225,2,0,0,0,1
602,37,90,2,0,0,0,1
602,38,225,1,2,0,0,1
602,39,315,3,0,0,2,1
602,40,45,1,0,1,0,1
602,41,180,2,0,0,0,1
602,42,180,2,0,0,0,1
602,43,0,1,0,0,0,1
602,44,0,2,0,0,0,1
602,45,180,3,0,0,1,1
602,46,180,3,0,0,0,1
602,47,45,2,0,2,0,1
602,48,90,1,0,0,0,1
602,49,90,3,0,0,0,1
602,50,90,3,0,0,0,1
602,51,180,1,1,0,0,1
602,52,180,1,0,0,0,1
602,53,225,3,0,0,0,1
602,54,45,3,0,0,0,1
602,55,135,3,0,0,4,1
602,56,90,3,0,0,0,1
602,57,225,1,0,0,0,1
602,58,225,3,0,0,0,1
602,59,135,3,1,0,0,1
602,60,90,2,0,0,0,1
602,61,270,2,2,0,0,1
602,62,0,3,0,0,0,1
602,63,315,2,2,0,0,1
602,64,270,1,1,0,0,1
602,65,0,2,0,0,0,1
602,66,225,2,2,0,0,1
602,67,90,2,0,0,0,1
602,68,180,1,0,0,0,0
602,69,135,3,0,0,3,1
602,70,90,2,0,0,0,1
602,71,315,1,1,0,0,1
602,72,270,2,0,0,0,1
602,73,90,1,0,0,0,1
602,74,270,1,0,0,0,1
602,75,45,1,0,0,0,1
602,76,0,3,0,0,0,1
602,77,0,3,0,0,0,1
602,78,45,2,14,0,0,1
602,79,315,3,9,0,0,1
602,80,225,1,6,0,0,1
602,81,180,3,0,0,0,1
602,82,45,2,0,0,0,1
602,83,270,3,3,0,0,1
602,84,0,1,0,0,0,1
602,85,45,1,0,0,0,1
602,86,135,1,0,0,0,1
602,87,270,3,5,0,0,1
602,88,315,2,0,0,0,1
602,89,135,1,0,0,0,1
602,90,135,2,0,0,4,1
602,91,270,1,7,0,0,1
602,92,90,1,1,0,0,1
602,93,180,2,0,0,0,1
602,94,45,3,1,0,0,1
602,95,180,3,0,0,0,1
602,96,270,2,3,0,3,1
603,1,45,3,0,0,1,1
603,2,315,3,1,7,1,1
603,3,45,3,1,0,0,1
603,4,135,1,0,0,9,0
603,5,315,1,0,0,0,1
603,6,270,2,3,0,0,1
603,7,315,3,2,0,0,1
603,8,315,1,5,0,0,1
603,9,180,2,6,1,2,1
603,10,180,1,0,0,1,1
603,11,0,2,0,1,0,1
603,12,0,1,0,0,0,1
603,13,0,2,0,2,0,1
603,14,225,1,2,0,2,1
603,15,315,2,9,0,0,1
603,16,270,3,0,0,0,1
603,17,315,1,2,0,0,1
603,18,315,2,2,0,0,1
603,19,90,1,0,0,0,1
603,20,135,2,1,0,6,1
603,21,135,2,0,0,8,1
603,22,225,3,0,0,0,1
603,23,45,2,0,0,0,1
603,24,270,3,0,0,0,1
603,25,0,1,0,0,0,1
603,26,225,2,0,0,0,1
603,27,90,3,0,0,0,1
603,28,270,1,0,0,1,1
603,29,135,1,1,0,7,1
603,30,225,2,0,0,0,1
603,31,225,3,0,0,0,1
603,32,135,2,0,0,8,1
603,33,180,1,0,0,0,1
603,34,270,1,0,0,0,1
603,35,0,3,3,0,0,1
603,36,90,2,0,0,0,1
603,37,225,3,0,0,0,1
603,38,135,3,4,0,0,1
603,39,135,3,0,0,1,1
603,40,225,1,0,0,0,1
603,41,45,2,0,0,0,1
603,42,45,3,1,0,0,1
603,43,180,3,0,0,0,1
603,44,90,3,0,0,0,1
603,45,90,1,0,0,0,1
603,46,315,3,0,0,0,1
603,47,90,2,0,0,0,1
603,48,270,2,0,0,0,1
603,49,180,1,0,0,0,1
603,50,135,3,0,0,5,1
603,51,225,3,0,0,0,1
603,52,45,1,0,0,0,1
603,53,0,2,0,0,0,1
603,54,180,2,0,0,0,1
603,55,45,1,0,0,0,1
603,56,225,2,0,0,0,1
603,57,225,1,0,0,0,1
603,58,0,3,0,0,0,1
603,59,180,2,0,0,0,1
603,60,180,3,0,0,0,1
603,61,315,2,0,0,0,1
603,62,90,3,0,0,0,1
603,63,90,3,0,0,0,1
603,64,0,1,0,0,0,1
603,65,270,1,0,0,0,1
603,66,180,3,0,0,0,1
603,67,0,2,0,0,0,1
603,68,225,2,0,0,0,0
603,69,270,3,0,0,0,1
603,70,45,1,0,0,0,1
603,71,45,2,0,0,0,1
603,72,270,2,0,0,0,1
603,73,315,2,0,0,0,1
603,74,135,1,1,0,2,1
603,75,315,1,0,0,0,1
603,76,135,3,0,0,2,1
603,77,45,2,0,0,0,1
603,78,315,3,4,0,0,1
603,79,180,2,0,0,0,1
603,80,135,1,0,0,0,1
603,81,90,1,0,0,0,1
603,82,270,3,0,0,0,0
603,83,45,1,2,0,0,0
603,84,90,2,0,0,0,0
603,85,90,2,0,0,0,1
603,86,135,2,0,0,2,1
603,87,0,3,0,0,0,1
603,88,225,1,0,0,0,1
603,89,270,2,0,0,0,1
603,90,0,1,0,0,0,1
603,91,180,1,0,0,0,1
603,92,270,1,1,0,0,1
603,93,180,3,0,0,0,1
603,94,0,3,0,0,0,1
603,95,90,1,0,0,0,1
603,96,45,3,1,0,0,1
605,1,315,1,12,0,0,1
605,2,45,3,0,0,0,1
605,3,45,3,0,0,0,1
605,4,135,2,0,0,7,1
605,5,315,3,0,0,0,1
605,6,180,1,0,0,0,0
605,7,225,3,0,0,0,1
605,8,225,3,0,0,0,1
605,9,315,3,0,0,0,1
605,10,0,2,0,0,0,1
605,11,225,2,0,0,0,1
605,12,270,2,0,0,0,1
605,13,225,1,0,0,0,1
605,14,315,1,0,0,0,1
605,15,135,1,0,0,0,1
605,16,135,1,0,0,10,1
605,17,270,3,0,0,0,1
605,18,225,2,10,0,0,1
605,19,270,1,0,0,6,1
605,20,90,1,0,0,0,1
605,21,135,2,2,0,4,1
605,22,45,2,0,0,0,1
605,23,315,2,0,4,0,1
605,24,90,3,0,0,0,1
605,25,315,1,0,0,0,1
605,26,0,2,0,0,0,1
605,27,270,3,0,0,0,1
605,28,315,2,0,0,0,1
605,29,0,1,0,0,0,1
605,30,180,2,0,0,0,0
605,31,135,2,0,0,0,1
605,32,0,1,0,0,0,1
605,33,45,3,0,0,0,1
605,34,315,2,0,0,0,1
605,35,225,3,0,0,0,1
605,36,0,2,9,0,0,1
605,37,315,3,0,0,0,1
605,38,180,3,0,0,0,1
605,39,0,3,0,0,0,1
605,40,180,1,0,0,0,1
605,41,90,2,0,0,0,1
605,42,45,1,0,0,0,1
605,43,225,2,0,0,0,1
605,44,45,2,0,0,0,1
605,45,45,1,0,0,0,1
605,46,90,3,0,0,0,1
605,47,270,1,0,0,1,1
605,48,225,1,0,0,1,0
605,49,135,3,0,0,0,0
605,50,90,1,0,0,0,1
605,51,225,1,0,0,0,1
605,52,0,3,0,0,0,1
605,53,180,2,12,0,0,0
605,54,270,2,0,0,1,1
605,55,90,2,0,0,0,0
605,56,180,2,14,0,0,0
605,57,90,3,0,0,0,1
605,58,0,1,11,0,0,1
605,59,180,3,0,0,0,1
605,60,90,3,0,0,0,0
605,61,135,3,13,0,0,0
605,62,225,3,0,0,0,0
605,63,180,1,0,0,0,1
605,64,135,3,0,0,0,1
605,65,45,1,0,0,0,0
605,66,45,3,0,0,0,1
605,67,180,2,0,0,0,0
605,68,270,2,0,0,0,1
605,69,90,2,0,0,0,0
605,70,135,1,0,0,3,1
605,71,45,2,0,0,0,1
605,72,135,3,0,0,8,0
605,73,270,2,0,0,0,1
605,74,135,1,0,0,0,0
605,75,315,1,0,0,0,1
605,76,315,3,0,0,0,1
605,77,225,2,0,0,0,1
605,78,270,1,0,0,0,1
605,79,0,1,0,0,0,1
605,80,90,1,0,0,0,1
605,81,270,3,0,0,0,0
605,82,45,2,0,0,0,1
605,83,0,3,1,0,0,1
605,84,180,3,0,0,0,0
605,85,0,3,0,0,0,1
605,86,45,1,0,0,0,1
605,87,180,1,0,0,0,1
605,88,315,2,0,0,0,1
605,89,90,1,0,0,0,1
605,90,270,1,0,0,0,1
605,91,135,2,0,0,0,1
605,92,225,1,0,0,0,0
605,93,270,3,0,0,0,1
605,94,90,2,0,0,0,1
605,95,180,3,0,0,0,0
605,96,0,2,0,0,0,1
606,1,315,3,5,0,0,0
606,2,135,1,0,0,0,1
606,3,45,3,0,0,3,0
606,4,135,2,0,0,0,1
606,5,225,2,0,1,15,0
606,6,0,2,0,0,0,0
606,7,45,2,0,0,0,0
606,8,180,2,2,0,0,0
606,9,315,1,0,0,0,1
606,10,45,3,0,0,0,1
606,11,315,3,5,0,0,0
606,12,270,3,0,0,0,0
606,13,90,1,3,0,0,1
606,14,135,2,0,0,3,1
606,15,225,1,2,0,5,1
606,16,225,3,0,0,10,1
606,17,315,2,7,0,0,1
606,18,180,1,0,0,0,1
606,19,270,1,5,0,6,1
606,20,135,1,0,0,0,1
606,21,315,1,0,0,0,1
606,22,315,2,0,0,0,1
606,23,0,1,0,0,0,1
606,24,270,2,3,0,3,1
606,25,135,2,0,0,0,1
606,26,0,1,20,0,0,1
606,27,90,3,5,0,0,1
606,28,315,1,0,0,0,1
606,29,0,2,0,13,0,1
606,30,225,2,0,0,0,1
606,31,225,3,0,0,0,1
606,32,270,3,0,0,0,1
606,33,315,2,1,0,0,1
606,34,90,2,0,0,0,1
606,35,90,3,0,0,0,1
606,36,90,2,0,0,0,1
606,37,270,1,3,0,0,1
606,38,135,3,0,0,1,1
606,39,135,3,0,0,0,1
606,40,0,3,0,0,0,1
606,41,180,2,0,0,0,1
606,42,180,1,3,0,0,1
606,43,225,2,8,0,0,1
606,44,90,3,0,0,9,1
606,45,225,1,7,0,0,1
606,46,135,3,0,0,7,1
606,47,180,1,0,0,0,1
606,48,90,3,0,0,0,1
606,49,45,3,0,0,0,1
606,50,180,2,0,0,0,1
606,51,0,1,0,0,0,1
606,52,90,1,0,0,0,1
606,53,315,3,2,0,0,1
606,54,0,2,0,0,0,1
606,55,270,2,0,0,0,1
606,56,225,3,0,0,0,1
606,57,225,3,2,0,0,1
606,58,180,3,1,0,0,1
606,59,45,2,0,0,0,1
606,60,225,1,0,0,0,1
606,61,0,3,0,0,0,1
606,62,180,3,0,0,5,1
606,63,45,1,12,0,0,0
606,64,45,1,2,0,0,1
606,65,270,3,3,0,0,1
606,66,270,1,3,0,0,0
606,67,135,1,0,0,0,1
606,68,315,2,0,0,0,1
606,69,45,3,6,0,0,1
606,70,270,3,0,0,0,1
606,71,270,1,0,0,0,1
606,72,0,3,0,0,0,1
606,73,45,2,0,0,0,1
606,74,180,2,0,0,0,1
606,75,135,1,0,0,24,0
606,76,0,2,0,0,0,1
606,77,180,3,0,0,0,1
606,78,180,1,0,0,0,1
606,79,0,3,0,4,0,1
606,80,45,1,0,0,0,1
606,81,315,3,0,0,0,1
606,82,135,3,0,0,0,1
606,83,270,2,1,0,0,0
606,84,135,2,0,0,0,1
606,85,225,2,0,0,0,0
606,86,315,1,0,0,0,1
606,87,45,2,0,0,4,0
606,88,45,1,0,0,0,1
606,89,90,2,1,0,0,1
606,90,90,1,0,0,0,1
606,91,90,1,0,0,0,1
606,92,270,2,0,0,0,1
606,93,90,2,0,0,0,1
606,94,225,1,0,0,4,1
606,95,0,1,0,0,0,1
606,96,180,3,0,0,0,1
607,1,0,1,0,0,0,0
607,2,225,1,2,0,2,0
607,3,180,2,0,0,0,1
607,4,225,2,0,0,0,1
607,5,45,3,0,0,0,1
607,6,135,2,0,0,3,1
607,7,315,3,0,0,0,1
607,8,270,1,0,0,0,1
607,9,45,3,0,0,0,1
607,10,315,1,0,0,0,1
607,11,225,3,0,0,0,1
607,12,315,1,0,0,0,1
607,13,0,2,0,0,0,1
607,14,270,2,0,0,0,1
607,15,135,2,0,0,1,1
607,16,315,2,0,0,0,1
607,17,90,1,0,0,0,1
607,18,135,1,0,0,0,1
607,19,225,3,0,0,0,1
607,20,180,1,0,0,0,1
607,21,270,3,0,0,0,1
607,22,225,2,0,0,14,1
607,23,315,2,1,0,0,1
607,24,270,3,3,0,0,1
607,25,135,1,0,0,3,1
607,26,135,2,0,0,0,1
607,27,315,3,0,0,0,1
607,28,0,2,10,0,0,1
607,29,0,1,0,0,0,1
607,30,90,3,0,0,0,0
607,31,45,2,0,0,0,1
607,32,315,1,0,0,0,1
607,33,270,1,0,0,0,1
607,34,90,3,0,0,0,1
607,35,45,3,0,0,0,1
607,36,180,1,1,0,0,1
607,37,180,3,0,0,0,1
607,38,315,3,0,0,0,1
607,39,45,2,0,0,0,1
607,40,315,2,0,0,0,1
607,41,180,2,0,0,0,1
607,42,225,1,0,0,0,1
607,43,0,3,0,10,0,1
607,44,180,1,0,0,0,1
607,45,270,2,0,0,0,1
607,46,225,3,0,0,8,1
607,47,0,2,0,0,0,1
607,48,0,3,0,0,0,1
607,49,225,3,0,0,0,1
607,50,90,3,0,0,0,1
607,51,135,3,0,0,0,1
607,52,135,3,0,0,0,1
607,53,180,3,0,0,0,1
607,54,0,1,0,0,0,1
607,55,45,1,0,0,0,1
607,56,225,2,0,0,0,1
607,57,90,2,0,0,0,1
607,58,180,2,0,0,0,1
607,59,135,3,0,0,7,1
607,60,90,3,0,0,0,1
607,61,45,1,0,0,0,1
607,62,90,1,0,0,0,1
607,63,225,1,1,0,0,1
607,64,90,2,0,0,0,1
607,65,90,2,0,0,0,1
607,66,270,2,2,0,0,1
607,67,180,2,0,0,0,1
607,68,90,2,0,0,0,1
607,69,270,1,0,0,0,1
607,70,270,3,0,0,0,1
607,71,135,1,0,0,11,1
607,72,315,2,0,0,0,1
607,73,180,1,0,0,0,0
607,74,0,2,3,0,0,1
607,75,135,3,0,0,0,1
607,76,45,2,3,0,0,1
607,77,270,3,0,0,0,1
607,78,45,1,0,0,0,1
607,79,270,2,0,0,0,1
607,80,315,1,0,0,0,1
607,81,225,2,0,0,0,1
607,82,270,1,0,0,0,0
607,83,0,3,2,0,0,1
607,84,0,3,0,0,0,1
607,85,315,3,0,0,0,1
607,86,135,2,0,0,0,1
607,87,180,3,0,0,0,0
607,88,225,1,0,0,12,1
607,89,45,2,0,0,0,1
607,90,0,1,4,0,0,1
607,91,90,1,0,0,0,1
607,92,45,3,0,0,0,1
607,93,90,1,1,0,0,1
607,94,135,1,0,0,7,1
607,95,180,3,0,0,1,1
607,96,45,1,1,0,0,1
609,1,315,2,0,0,3,1
609,2,45,3,2,0,0,1
609,3,225,3,0,0,7,0
609,4,225,1,0,0,3,0
609,5,45,2,0,0,0,1
609,6,315,3,0,0,0,0
609,7,225,2,4,0,0,0
609,8,0,2,0,0,0,0
609,9,135,1,0,0,1,0
609,10,90,3,0,0,0,0
609,11,135,2,0,0,3,0
609,12,0,1,16,0,0,1
609,13,135,1,0,0,7,1
609,14,135,2,0,0,2,1
609,15,225,3,0,0,0,1
609,16,315,1,0,0,0,1
609,17,270,3,0,0,0,1
609,18,315,2,1,0,0,0
609,19,45,3,0,0,0,0
609,20,270,1,0,0,0,1
609,21,270,2,0,2,2,0
609,22,315,1,0,0,0,1
609,23,315,3,0,0,0,1
609,24,225,2,0,0,6,1
609,25,135,2,0,0,0,1
609,26,180,2,0,0,0,1
609,27,270,3,3,0,0,1
609,28,315,1,0,0,0,1
609,29,180,1,0,0,0,1
609,30,0,1,0,0,0,1
609,31,90,1,0,0,0,1
609,32,0,2,0,0,0,1
609,33,180,2,0,0,0,1
609,34,45,1,0,0,0,1
609,35,270,1,0,0,0,1
609,36,90,1,0,0,0,1
609,37,90,3,0,0,0,1
609,38,225,1,0,0,0,1
609,39,315,2,0,0,0,1
609,40,270,2,0,0,2,0
609,41,135,3,0,0,1,1
609,42,135,3,0,0,0,1
609,43,0,3,9,0,0,1
609,44,45,1,0,0,0,1
609,45,0,2,0,0,0,1
609,46,90,2,0,0,0,1
609,47,180,3,0,0,0,1
609,48,90,3,0,0,0,0
609,49,90,3,0,0,2,0
609,50,225,3,0,0,0,1
609,51,90,2,0,0,0,1
609,52,45,3,0,0,4,1
609,53,180,2,0,0,4,0
609,54,45,2,1,0,0,1
609,55,180,3,0,0,14,0
609,56,225,1,0,0,6,1
609,57,135,3,0,0,0,1
609,58,180,1,0,0,0,1
609,59,180,1,0,0,0,1
609,60,315,3,0,0,0,1
609,61,225,2,0,0,0,1
609,62,0,1,0,0,0,1
609,63,0,3,0,0,0,1
609,64,225,3,2,0,0,1
609,65,270,1,5,0,0,1
609,66,315,3,0,0,0,1
609,67,225,1,0,0,0,1
609,68,270,1,3,0,0,1
609,69,270,2,0,0,0,1
609,70,45,1,5,0,0,1
609,71,180,1,0,0,0,1
609,72,180,3,2,0,0,1
609,73,315,2,1,0,0,1
609,74,225,2,0,0,0,1
609,75,45,2,0,0,0,1
609,76,315,1,0,0,0,1
609,77,180,2,0,0,0,1
609,78,90,2,0,0,0,1
609,79,0,1,0,0,0,1
609,80,135,3,0,0,0,1
609,81,90,1,0,0,0,1
609,82,45,1,0,0,0,1
609,83,180,3,1,0,0,1
609,84,0,2,0,0,0,1
609,85,90,1,0,0,0,1
609,86,135,2,0,0,0,0
609,87,270,3,0,0,0,1
609,88,0,3,0,0,0,1
609,89,0,3,0,0,0,1
609,90,90,2,0,0,0,1
609,91,45,3,0,0,0,1
609,92,270,3,0,0,0,1
609,93,45,2,0,0,0,1
609,94,270,2,0,0,0,1
609,95,135,1,0,0,0,1
609,96,135,1,0,0,0,1
610,1,225,2,2,0,0,0
610,2,135,2,0,0,27,1
610,3,225,3,0,0,0,1
610,4,315,1,0,0,0,1
610,5,315,3,0,0,0,1
610,6,90,3,0,0,0,1
610,7,315,3,0,0,0,1
610,8,0,1,0,0,0,1
610,9,315,1,0,0,0,1
610,10,270,3,0,0,0,1
610,11,0,1,0,0,0,1
610,12,225,2,0,0,0,1
610,13,135,2,0,0,0,0
610,14,180,2,0,0,0,0
610,15,135,1,0,0,0,1
610,16,315,2,0,0,0,1
610,17,180,1,0,0,0,0
610,18,135,1,0,0,0,1
610,19,270,1,0,0,0,1
610,20,0,2,0,0,0,1
610,21,270,2,0,0,0,1
610,22,0,2,2,0,0,1
610,23,90,1,0,0,0,1
610,24,225,3,0,0,0,1
610,25,45,3,0,0,0,1
610,26,135,2,0,0,0,0
610,27,45,2,0,0,0,1
610,28,270,3,0,0,0,1
610,29,45,3,0,0,0,0
610,30,315,2,0,0,0,1
610,31,225,1,0,0,0,1
610,32,315,1,0,0,0,1
610,33,225,1,0,0,0,1
610,34,90,2,0,0,0,1
610,35,0,3,0,0,0,1
610,36,180,3,0,0,0,1
610,37,315,2,0,0,0,1
610,38,0,1,9,0,0,1
610,39,0,2,0,0,0,1
610,40,90,3,2,0,0,1
610,41,135,3,0,0,0,1
610,42,135,3,0,0,12,1
610,43,180,2,0,0,0,1
610,44,270,1,0,0,0,1
610,45,90,3,2,0,0,1
610,46,45,2,1,0,0,1
610,47,225,2,5,0,0,1
610,48,225,3,0,0,0,1
610,49,0,3,0,0,0,1
610,50,270,2,2,0,0,1
610,51,225,1,1,0,4,1
610,52,45,1,0,0,0,1
610,53,45,1,0,0,0,1
610,54,90,2,1,0,0,1
610,55,180,1,7,0,0,1
610,56,180,2,0,0,0,1
610,57,135,3,1,0,0,1
610,58,180,1,0,0,0,1
610,59,90,1,0,0,0,1
610,60,180,3,0,0,0,1
610,61,90,3,0,0,0,1
610,62,45,3,0,0,0,1
610,63,315,3,0,0,0,1
610,64,225,3,0,0,0,1
610,65,180,1,0,0,0,1
610,66,315,1,0,0,0,1
610,67,270,1,0,0,0,0
610,68,0,3,0,0,0,1
610,69,0,2,0,0,0,1
610,70,180,3,0,0,0,1
610,71,90,1,0,0,0,1
610,72,225,1,0,0,6,1
610,73,270,3,0,0,0,1
610,74,90,2,0,0,0,1
610,75,45,1,0,0,0,1
610,76,315,2,0,0,0,1
610,77,0,1,0,0,0,1
610,78,270,2,0,0,0,0
610,79,45,3,0,0,0,1
610,80,270,3,0,0,0,1
610,81,45,1,0,0,0,1
610,82,45,2,0,0,0,1
610,83,45,2,0,0,0,1
610,84,135,1,0,0,0,1
610,85,135,1,5,0,0,1
610,86,180,3,0,0,0,1
610,87,180,2,0,0,0,1
610,88,0,3,0,0,0,1
610,89,315,3,0,0,0,1
610,90,90,2,0,0,0,1
610,91,135,2,0,0,0,1
610,92,90,1,0,0,0,0
610,93,270,2,0,0,0,0
610,94,270,1,0,4,0,1
610,95,135,3,0,0,11,1
610,96,225,2,0,2,0,0
611,1,315,1,0,0,0,1
611,2,315,2,0,0,0,1
611,3,225,3,0,0,0,1
611,4,45,3,0,0,0,1
611,5,45,3,0,0,0,1
611,6,180,2,0,0,0,1
611,7,90,1,0,0,0,1
611,8,270,3,0,0,0,1
611,9,135,1,0,0,0,0
611,10,225,1,0,0,0,1
611,11,270,2,0,0,0,1
611,12,135,2,0,0,0,1
611,13,180,1,4,0,0,1
611,14,90,3,3,0,0,1
611,15,135,2,1,0,10,0
611,16,315,1,1,0,0,1
611,17,135,2,1,0,0,1
611,18,315,3,0,0,0,1
611,19,225,2,0,0,1,1
611,20,225,3,0,0,0,1
611,21,45,2,0,1,0,1
611,22,315,1,1,0,0,1
611,23,225,2,1,0,1,1
611,24,315,3,0,0,0,0
611,25,135,1,0,0,1,1
611,26,0,1,0,0,0,1
611,27,0,1,1,0,0,1
611,28,270,1,0,0,0,0
611,29,315,2,2,0,0,0
611,30,0,2,5,0,0,1
611,31,0,2,4,0,0,1
611,32,270,3,1,0,0,1
611,33,0,3,3,11,0,0
611,34,225,3,3,0,0,1
611,35,90,2,5,0,0,1
611,36,225,1,3,0,0,1
611,37,45,2,0,0,0,1
611,38,180,3,0,0,0,0
611,39,135,3,0,0,4,1
611,40,45,1,3,0,0,1
611,41,225,2,1,0,0,1
611,42,315,3,2,0,0,0
611,43,0,2,2,0,0,1
611,44,135,3,0,0,1,1
611,45,315,2,0,0,0,1
611,46,90,3,0,0,0,1
611,47,225,1,0,0,0,1
611,48,90,1,0,0,0,1
611,49,90,3,0,0,0,1
611,50,270,2,0,0,0,1
611,51,180,2,0,0,0,1
611,52,270,1,0,0,0,1
611,53,180,3,0,0,0,1
611,54,180,2,0,0,0,1
611,55,90,2,0,0,0,1
611,56,225,3,0,0,0,1
611,57,0,1,0,0,0,0
611,58,135,3,0,0,0,0
611,59,45,3,0,0,0,1
611,60,180,1,3,0,0,0
611,61,45,1,3,0,0,0
611,62,90,3,4,0,2,1
611,63,180,1,3,0,0,1
611,64,0,3,1,4,0,1
611,65,45,1,0,0,0,1
611,66,270,2,0,0,0,1
611,67,0,3,0,0,0,1
611,68,135,2,0,0,1,0
611,69,225,2,0,0,0,1
611,70,270,2,0,0,0,1
611,71,180,3,2,0,0,1
611,72,180,2,0,0,0,1
611,73,180,3,0,0,0,1
611,74,90,1,1,0,0,1
611,75,90,2,1,0,0,1
611,76,0,2,0,0,0,1
611,77,0,3,0,0,0,1
611,78,90,1,0,0,0,1
611,79,270,3,0,0,0,0
611,80,270,1,0,0,0,0
611,81,45,2,0,0,0,1
611,82,315,1,0,0,0,1
611,83,315,2,0,0,0,0
611,84,45,2,0,0,0,1
611,85,270,3,0,0,0,1
611,86,45,3,0,0,0,1
611,87,135,1,0,0,0,1
611,88,135,3,0,0,0,1
611,89,90,2,0,0,0,1
611,90,270,1,0,0,0,0
611,91,180,1,0,0,0,0
611,92,225,1,1,0,1,0
611,93,135,1,0,0,0,1
611,94,0,1,2,0,0,1
611,95,315,3,0,0,0,1
611,96,45,1,0,0,0,1
612,1,225,3,0,0,11,0
612,2,315,1,18,0,9,1
612,3,225,3,5,0,8,0
612,4,90,1,0,0,1,1
612,5,225,2,0,0,14,0
612,6,135,1,0,0,0,0
612,7,135,1,0,0,1,1
612,8,315,2,0,0,0,1
612,9,90,3,10,0,0,1
612,10,180,2,3,0,0,1
612,11,45,3,0,0,0,1
612,12,0,1,34,0,0,1
